Estimator,Size,Min,Max,Avg,Stdev,Sweet Oct. Start,Sweet Oct. Coverage
boeck2015/tempodetector2016_default,24985,40.0,250.0,123.89207724634781,39.77986879101911,84.0,0.7174704822893736
davies2009/mirex_qm_tempotracker,24946,58.0671,258.398,125.0848957187525,28.83294660264842,87.0,0.8848312354686122
percival2014/stem,24985,50.1745,inf,inf,,72.0,0.8761256754052431
schreiber2014/default,24951,40.177612,182.00183,104.03714935445473,24.068754386660476,72.0,0.8699050138271012
schreiber2017/ismir2017,24982,15.850245,208.10349,105.09292754723401,26.182035686929066,72.0,0.8461292130333841
schreiber2017/mirex2017,24982,10.014832,216.06802,108.16197060823794,30.57068437298602,75.0,0.7840445120486751
