τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,,,,,,,,,,,
0.005,0.09286453386571773,0.13630385413810214,0.009616512777109157,0.2996293356086602,0.6770256689512286,0.515495350040157,0.35754059222177664,0.23606203696215197,0.06232631311624313,0.03286363161352042,0.08571252647479015
0.01,0.07728416830720704,0.16401865458596493,0.009539730376353603,0.3521080909017793,0.7148618885944563,0.5347841459424937,0.403249249122274,0.25807072632254935,0.06537439199778552,0.04320071822250292,0.09613828573532013
0.015,0.07662078488826106,0.1629525924595319,0.00952938300554853,0.35163780118712573,0.717292965158665,0.5331534851660388,0.40696910064366315,0.26303674542161853,0.06488428982627813,0.04290094801473184,0.09533134578123822
0.02,0.07662078488826106,0.1629525924595319,0.00952938300554853,0.35163780118712573,0.717292965158665,0.5331534851660388,0.40696910064366315,0.26303674542161853,0.06488428982627813,0.04290094801473184,0.09533134578123822
0.025,0.07662078488826106,0.1629525924595319,0.00952938300554853,0.35163780118712573,0.717292965158665,0.5331534851660388,0.40696910064366315,0.26303674542161853,0.06488428982627813,0.04290094801473184,0.09533134578123822
0.03,0.07629334563660183,0.16228573680518424,0.009493593411257687,0.3502166966158206,0.7185094972496928,0.5308821169119046,0.40523698189603485,0.2619197222091272,0.06460700653642222,0.0427176106300535,0.09492394686764317
0.035,0.07629334563660183,0.16228573680518424,0.009493593411257687,0.3502166966158206,0.7185094972496928,0.5308821169119046,0.40523698189603485,0.2619197222091272,0.06460700653642222,0.0427176106300535,0.09492394686764317
0.04,0.07629334563660183,0.16228573680518424,0.009493593411257687,0.3502166966158206,0.7185094972496928,0.5308821169119046,0.40523698189603485,0.2619197222091272,0.06460700653642222,0.0427176106300535,0.09492394686764317
0.045,0.07629334563660183,0.16228573680518424,0.009493593411257687,0.3502166966158206,0.7185094972496928,0.5308821169119046,0.40523698189603485,0.2619197222091272,0.06460700653642222,0.0427176106300535,0.09492394686764317
0.05,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.055,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.06,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.065,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.07,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.075,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.08,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.085,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.09,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.095,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.1,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.105,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.11,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.115,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.12,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
0.125,0.07596869310197799,0.16162739611447674,0.009485035097829869,0.34883537378461377,0.7154916256526952,0.5328501121224419,0.4077396372555759,0.2608334213002025,0.06437780128234406,0.04254181614757973,0.09452599776288181
