Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
boeck2019/multi_task,0.001768178788742307,0.14074747384425573,-0.0026113832550533136,0.048488873584953046
boeck2019/multi_task_hjdb,0.0036668141834350996,0.14736298109863957,-0.0021726018749590593,0.04972395323673235
schreiber2018/cnn,-0.0037085876090457246,0.177359085981607,0.0005894066602952496,0.057444517444402564
schreiber2018/ismir2018,-0.04030347771009582,0.2284248693489648,-0.001621529286027055,0.05786590952375385
schreiber2018/fcn,-0.015621825917394753,0.2310913325924396,0.00013748640352215347,0.056751155703873325
schreiber2017/mirex2017,-0.04564883340093067,0.276542960777529,-0.0026688907075209252,0.06683444364190032
schreiber2017/ismir2017,-0.0778977946510984,0.3494173729080318,0.00030415735566543937,0.07159843956961874
boeck2015/tempodetector2016_default,-0.13122173544300392,0.3865333018221491,-0.003227680997610479,0.0502656630923198
schreiber2014/default,-0.3126955676925929,0.4610412057105917,0.002490678725745229,0.08397407827050513
zplane/auftakt_v3,-0.26596282403504495,0.47488643414066783,0.004216205335615687,0.08411455267460408
oliveira2010/ibt,-0.24397644911720254,0.48414302128460024,0.006739883261020932,0.09314090544617859
klapuri2006/percival2014,-0.24779879534537957,0.48917308125673953,0.015216910243046148,0.10120407747628452
percival2014/stem,-0.31331414406350927,0.49236828614060063,0.00011628216975337185,0.07672535661360001
davies2009/mirex_qm_tempotracker,-0.08792355908502551,0.5170239974240899,0.02406773747864542,0.08996096571580472
scheirer1998/percival2014,-0.1808845307225881,0.5199478726415736,0.02456340204960014,0.15459450671212202
echonest/version_3_2_1,-0.31899273617223356,0.5379004226821587,-0.012853640017007789,0.13182210578253337
gkiokas2012/default,-0.38345752953393436,0.5660560720593187,-0.0014186147268617994,0.06640791794704333
