T (BPM),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,1.5758915516678271,1.6289859990127578,1.6208069030875731,1.515728393797837,2.0312965322769543,2.0312965322769543
29.0,1.6244530547553246,1.7079653979433778,1.6992667245465753,1.0684487412911328,1.8671829807593041,1.8671829807593041
30.0,1.6244530547553246,1.7079653979433778,1.6992667245465753,1.0684487412911328,1.8671829807593041,1.8671829807593041
31.0,1.6244530547553246,1.7079653979433778,1.6992667245465753,1.0684487412911328,1.8671829807593041,1.8671829807593041
32.0,1.6244530547553246,1.7079653979433778,1.6992667245465753,1.0684487412911328,1.8671829807593041,1.8671829807593041
33.0,1.6244530547553246,1.7079653979433778,1.6992667245465753,1.0684487412911328,1.8671829807593041,1.8671829807593041
34.0,1.6244530547553246,1.7079653979433778,1.6992667245465753,1.0684487412911328,1.8671829807593041,1.8671829807593041
35.0,1.6244530547553246,1.7079653979433778,1.6992667245465753,1.0684487412911328,1.8671829807593041,1.8671829807593041
36.0,1.6244530547553246,1.7079653979433778,1.6992667245465753,1.0684487412911328,1.8671829807593041,1.8671829807593041
37.0,1.6244530547553246,1.7079653979433778,1.6992667245465753,1.0684487412911328,1.8671829807593041,1.8671829807593041
38.0,1.6244530547553246,1.7079653979433778,1.6992667245465753,1.0684487412911328,1.8671829807593041,1.8671829807593041
39.0,1.1152473110763228,1.6693051500981049,1.4206074714799712,1.1044982686811435,1.7093537897597606,1.3760204937938527
40.0,1.1152473110763228,1.6693051500981049,1.4206074714799712,1.1044982686811435,1.7093537897597606,1.3760204937938527
41.0,1.1152473110763228,1.6693051500981049,1.4206074714799712,1.1044982686811435,1.7093537897597606,1.3760204937938527
42.0,1.1152473110763228,1.6693051500981049,1.4206074714799712,1.1044982686811435,1.7093537897597606,1.3760204937938527
43.0,1.0912242565203885,1.5085340182627172,1.3201366366303302,1.090087090454848,1.5404587771254552,1.2904588051510244
44.0,1.0912242565203885,1.5085340182627172,1.3201366366303302,1.090087090454848,1.5404587771254552,1.2904588051510244
45.0,1.1069668099864898,1.4710952732769436,1.1699632056531284,1.0097118156481502,1.2588602050746647,1.0588602274951202
46.0,0.9268622996152466,1.437148851414365,1.0826240656034742,0.9041242406849571,1.1180098217178194,0.9513431737348655
47.0,0.9399278025786462,1.3763566065324586,1.0747803500702284,0.7957500358567148,0.9609782237178736,0.8181210968753417
48.0,0.8785217847048036,1.32358939019439,0.9568824323654249,0.7291993519164726,0.7640057709673684,0.6390057849801531
49.0,0.6348676773586792,1.2409528156234924,0.8014506853030795,0.6201050460929663,0.5196997898194611,0.40858869116415847
50.0,0.682100315129792,1.2293057746393241,0.8346588458848828,0.5686908370895687,0.5920967334037983,0.49209674461402597
51.0,0.682100315129792,1.2293057746393241,0.8346588458848828,0.5686908370895687,0.5920967334037983,0.49209674461402597
52.0,0.7096561974344016,1.2109139291044617,0.8505538598214414,0.5264189114833377,0.6297371906104956,0.5388281098925207
53.0,0.6509349044030653,1.1947582527914429,0.8629705664012732,0.4829061536908,0.577462020363878,0.494128696372401
54.0,0.6509349044030653,1.1947582527914429,0.8629705664012732,0.4829061536908,0.577462020363878,0.494128696372401
55.0,0.6049504965377738,1.1848141651232056,0.8001750196567308,0.44722467400855886,0.5404582302842397,0.46353516198441486
56.0,0.5628596287079966,1.1732413228559453,0.8147639391023443,0.4190920052815065,0.5035184110277274,0.43208984760646146
57.0,0.557530170682867,1.1580603859909913,0.8417113618429088,0.37721833562891743,0.4452360437234713,0.3827360507298636
