Estimator,Without drums,Vocal group (4 female),Vocal group (3 female),Vocal group (2 male),Vocal group (2 female),Vocal group (1 male + 1 female),Trumpet,Piano,Male,Live drums,Hi-hat only,Guitar,Female,English vocals,Drums,Drum sequences,Drum loops,Cello,Bass,8/4,7/4,6/4,5/4,4/4
boeck2015/tempodetector2016_default,0.5454545454545454,0.0,0.0,0.0,1.0,0.0,1.0,0.5555555555555556,0.64,0.7619047619047619,1.0,0.6627906976744186,0.7045454545454546,0.7,0.7619047619047619,0.6166666666666667,0.75,0.0,0.7352941176470589,1.0,1.0,1.0,0.5,0.6421052631578947
davies2009/mirex_qm_tempotracker,0.45454545454545453,1.0,1.0,1.0,0.5,1.0,1.0,0.5555555555555556,0.68,0.7142857142857143,0.0,0.7441860465116279,0.8181818181818182,0.75,0.7142857142857143,0.8333333333333334,0.625,0.0,0.7647058823529411,0.0,0.0,1.0,0.5,0.7684210526315789
percival2014/stem,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.84,0.8095238095238095,1.0,0.8372093023255814,0.8409090909090909,0.85,0.8095238095238095,0.8666666666666667,0.875,0.5,0.7941176470588235,1.0,1.0,1.0,1.0,0.8421052631578947
schreiber2014/default,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.72,0.6666666666666666,1.0,0.8372093023255814,0.9090909090909091,0.85,0.6666666666666666,0.8833333333333333,0.875,0.0,0.7941176470588235,0.0,1.0,1.0,1.0,0.8210526315789474
schreiber2017/ismir2017,0.5454545454545454,1.0,1.0,1.0,0.5,1.0,1.0,0.5555555555555556,0.78,0.8095238095238095,0.5,0.8372093023255814,0.8636363636363636,0.8,0.8095238095238095,0.8666666666666667,0.875,0.0,0.8823529411764706,0.0,1.0,1.0,1.0,0.8210526315789474
schreiber2017/mirex2017,0.5454545454545454,1.0,1.0,1.0,0.5,1.0,1.0,0.5555555555555556,0.78,0.8095238095238095,0.5,0.8372093023255814,0.8636363636363636,0.8,0.8095238095238095,0.8666666666666667,0.875,0.0,0.8823529411764706,0.0,1.0,1.0,1.0,0.8210526315789474
