Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
schreiber2018/fcn,0.15039980601775838,0.3342054715385154,0.02753578405878828,0.08299059562036945
schreiber2017/mirex2017,0.16582377599295073,0.34619320101207723,0.030136796633916774,0.0890721490753181
boeck2020/dar,0.17129495963539676,0.35205632163221035,0.03390794235412786,0.08698842095636099
schreiber2018/cnn,0.1730946146278844,0.3507810585715252,0.03191412629100267,0.09295387454829951
schreiber2018/ismir2018,0.20323442042873724,0.3790000688575086,0.02945502775297164,0.08697225206270795
boeck2019/multi_task_hjdb,0.25187126980856095,0.41167388728179394,0.03396783723904537,0.09171058185546152
boeck2019/multi_task,0.29693286533234,0.434186372225501,0.03523800251488804,0.09303280010282777
schreiber2017/ismir2017,0.3077828003310531,0.43923882027203126,0.031783542989194974,0.09187020520482791
schreiber2014/default,0.35887993483271874,0.4546125529766261,0.03860527920903604,0.10185683222537545
boeck2015/tempodetector2016_default,0.4129187771248237,0.5605643041056195,0.04696528936230812,0.11078920209899917
percival2014/stem,0.4277762126332993,0.4764959769662479,0.03423787784512853,0.09515790465393477
davies2009/mirex_qm_tempotracker,0.46618185088838643,0.348386336951048,0.21411054613826971,0.1946453906724443
