τ,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,,,,,,,,,,,,,,,
0.005,0.8108108108108109,0.7027027027027027,0.6216216216216216,0.6756756756756757,0.7027027027027027,0.6216216216216216,0.7297297297297297,0.5675675675675675,0.7837837837837838,0.6756756756756757,0.6756756756756757,0.7027027027027027,0.7837837837837838,0.7297297297297297,0.5945945945945946
0.01,0.8566978193146417,0.8535825545171339,0.8068535825545171,0.7663551401869159,0.838006230529595,0.8286604361370716,0.822429906542056,0.632398753894081,0.8099688473520249,0.8286604361370716,0.8286604361370716,0.8411214953271028,0.8411214953271028,0.8722741433021807,0.7881619937694704
0.015,0.8325991189427313,0.8215859030837004,0.76431718061674,0.7334801762114538,0.7951541850220264,0.7929515418502202,0.7709251101321586,0.5969162995594713,0.762114537444934,0.7731277533039648,0.7797356828193832,0.8171806167400881,0.8105726872246696,0.8325991189427313,0.762114537444934
0.02,0.8226950354609929,0.7978723404255319,0.7393617021276596,0.7074468085106383,0.7677304964539007,0.7695035460992907,0.7393617021276596,0.5797872340425532,0.7393617021276596,0.7464539007092199,0.75177304964539,0.8156028368794326,0.799645390070922,0.824468085106383,0.7411347517730497
0.025,0.8195956454121306,0.7853810264385692,0.7371695178849145,0.7107309486780715,0.7620528771384136,0.7589424572317263,0.7387247278382582,0.5847589424572317,0.7371695178849145,0.7340590979782271,0.7433903576982893,0.8133748055987559,0.7978227060653188,0.8195956454121306,0.7340590979782271
0.03,0.8202567760342369,0.7703281027104137,0.7218259629101283,0.703281027104137,0.7517831669044223,0.7517831669044223,0.7318116975748931,0.579172610556348,0.724679029957204,0.7218259629101283,0.7289586305278174,0.8017118402282454,0.7902995720399429,0.8102710413694721,0.7346647646219686
0.035,0.8114209827357237,0.7583001328021248,0.7118193891102258,0.701195219123506,0.747675962815405,0.7343957503320053,0.7264276228419655,0.5657370517928287,0.7197875166002656,0.7078353253652059,0.7224435590969456,0.798140770252324,0.7888446215139442,0.8061088977423638,0.7250996015936255
0.04,0.8067331670822943,0.743142144638404,0.7019950124688279,0.6845386533665836,0.7344139650872819,0.7219451371571073,0.7094763092269327,0.5473815461346634,0.7082294264339152,0.6945137157107232,0.7082294264339152,0.7880299251870324,0.7768079800498753,0.7992518703241895,0.71571072319202
0.045,0.8026159334126041,0.7360285374554102,0.6872770511296076,0.6741973840665874,0.7324613555291319,0.7170035671819263,0.7027348394768134,0.5362663495838288,0.7003567181926278,0.6872770511296076,0.6979785969084423,0.7859690844233056,0.7728894173602854,0.8002378121284186,0.7074910820451843
0.05,0.8034682080924855,0.7352601156069364,0.6867052023121387,0.6751445086705202,0.7329479768786127,0.715606936416185,0.7040462427745665,0.5317919075144508,0.7017341040462428,0.6867052023121387,0.6971098265895954,0.784971098265896,0.7722543352601156,0.7976878612716763,0.7063583815028902
0.055,0.8024830699774267,0.7325056433408578,0.6817155756207675,0.672686230248307,0.7279909706546276,0.7076749435665914,0.6975169300225733,0.5282167042889391,0.698645598194131,0.6839729119638827,0.6941309255079007,0.781038374717833,0.7697516930022573,0.7968397291196389,0.6997742663656885
0.06,0.7971175166297118,0.7261640798226164,0.6740576496674058,0.6674057649667405,0.720620842572062,0.7039911308203991,0.6906873614190687,0.5221729490022173,0.6917960088691796,0.6773835920177383,0.6873614190687362,0.7771618625277162,0.7660753880266076,0.7926829268292683,0.6940133037694013
0.065,0.7956284153005464,0.7234972677595628,0.6699453551912569,0.6655737704918033,0.7169398907103826,0.7005464480874317,0.6885245901639344,0.5191256830601093,0.6918032786885245,0.6743169398907104,0.6841530054644809,0.7759562841530054,0.7628415300546448,0.7901639344262295,0.6907103825136612
0.07,0.7952329360780065,0.7226435536294691,0.6695557963163596,0.6663055254604551,0.7150595882990249,0.6998916576381365,0.6868905742145178,0.5178764897074756,0.6901408450704225,0.6728060671722643,0.6825568797399784,0.7768147345612134,0.761646803900325,0.789815817984832,0.6890574214517876
0.075,0.7939590075512406,0.7227615965480043,0.6677454153182308,0.6645091693635383,0.7152103559870551,0.697950377562028,0.686084142394822,0.517799352750809,0.6882416396979504,0.6709816612729234,0.6806903991370011,0.7766990291262136,0.7626752966558792,0.7896440129449838,0.6882416396979504
0.08,0.7952840300107181,0.7245444801714899,0.6677384780278671,0.6645230439442658,0.714898177920686,0.6966773847802786,0.6859592711682744,0.5176848874598071,0.6881028938906752,0.669882100750268,0.6795284030010718,0.7781350482315113,0.7631296891747053,0.7888531618435155,0.6891747052518756
0.085,0.792332268370607,0.7231096911608094,0.6687965921192758,0.6645367412140575,0.7156549520766773,0.6964856230031949,0.6869009584664537,0.516506922257721,0.6879659211927582,0.6698615548455804,0.6794462193823216,0.7763578274760383,0.7625133120340788,0.7880724174653887,0.6900958466453674
