τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,,,,,,,,,,,
0.005,0.9117647058823529,0.8647058823529412,1.0,0.6176470588235294,0.3235294117647059,0.48823529411764705,0.6470588235294118,0.7705882352941177,0.9470588235294117,0.9764705882352941,0.9176470588235294
0.01,0.9264069264069265,0.8268398268398268,1.0,0.5627705627705628,0.2857142857142857,0.4675324675324675,0.5974025974025974,0.7445887445887446,0.9437229437229437,0.9653679653679653,0.9047619047619048
0.015,0.927038626609442,0.8283261802575107,1.0,0.5622317596566524,0.2832618025751073,0.4678111587982833,0.592274678111588,0.7381974248927039,0.944206008583691,0.9656652360515021,0.9055793991416309
0.02,0.927038626609442,0.8283261802575107,1.0,0.5622317596566524,0.2832618025751073,0.4678111587982833,0.592274678111588,0.7381974248927039,0.944206008583691,0.9656652360515021,0.9055793991416309
0.025,0.927038626609442,0.8283261802575107,1.0,0.5622317596566524,0.2832618025751073,0.4678111587982833,0.592274678111588,0.7381974248927039,0.944206008583691,0.9656652360515021,0.9055793991416309
0.03,0.9273504273504274,0.8290598290598291,1.0,0.5641025641025641,0.28205128205128205,0.4700854700854701,0.594017094017094,0.7393162393162394,0.9444444444444444,0.9658119658119658,0.905982905982906
0.035,0.9273504273504274,0.8290598290598291,1.0,0.5641025641025641,0.28205128205128205,0.4700854700854701,0.594017094017094,0.7393162393162394,0.9444444444444444,0.9658119658119658,0.905982905982906
0.04,0.9273504273504274,0.8290598290598291,1.0,0.5641025641025641,0.28205128205128205,0.4700854700854701,0.594017094017094,0.7393162393162394,0.9444444444444444,0.9658119658119658,0.905982905982906
0.045,0.9273504273504274,0.8290598290598291,1.0,0.5641025641025641,0.28205128205128205,0.4700854700854701,0.594017094017094,0.7393162393162394,0.9444444444444444,0.9658119658119658,0.905982905982906
0.05,0.9276595744680851,0.8297872340425532,1.0,0.5659574468085107,0.2851063829787234,0.46808510638297873,0.5914893617021276,0.7404255319148936,0.9446808510638298,0.9659574468085106,0.9063829787234042
0.055,0.9276595744680851,0.8297872340425532,1.0,0.5659574468085107,0.2851063829787234,0.46808510638297873,0.5914893617021276,0.7404255319148936,0.9446808510638298,0.9659574468085106,0.9063829787234042
0.06,0.9276595744680851,0.8297872340425532,1.0,0.5659574468085107,0.2851063829787234,0.46808510638297873,0.5914893617021276,0.7404255319148936,0.9446808510638298,0.9659574468085106,0.9063829787234042
