Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0,0.1071940550698063,0.1244824057818092,0.13353229112111373,0.10596295605899017,0.2436692256628338,0.2436692256628338,0.13339912541720017,0.030987692483682053,0.17712050284651826
1,0.0029800015219722423,0.09205224851015611,0.014814902596270085,0.02807207054378026,0.010874219981522363,0.010874219981522363,0.00044488380846226754,0.00044488380846226754,0.014505457657509303
2,0.011767549777342116,0.054727986963237336,0.002635079035320301,0.5828528238952037,0.038897707024683856,0.038897707024683856,0.008319437856887801,0.02597373969699008,0.0033702218851542924
3,0.009114229515833046,0.010054191898732998,0.0005104436607611666,0.024925409458358257,0.007785844821587529,0.007785844821587529,0.0005409092261910627,0.01006368334469748,0.01006368334469748
4,0.06522762277561985,0.1717881205601649,0.13616644411905743,0.21166049056444738,0.13937713676110128,0.13937713676110128,0.4493455500541383,0.3987194769841703,0.4493455500541383
5,0.019365324866931384,0.01680975328077131,0.017142882704886446,0.008732388348195941,0.011558422598814181,0.011558422598814181,0.007392683200855369,0.03143815716750643,0.007392683200855369
6,0.040375796065185696,0.07502911176663025,0.0556568078676295,0.13818018465185095,0.05909439604566946,0.05909441871616733,0.02591469875079484,0.10897043847835329,0.11902410314227636
7,0.01832082035904362,0.011603137241019192,0.02771805687075337,0.1455048068872611,0.01878862288854196,0.018788635718199363,0.026052457200287163,0.026052457200287163,0.026052457200287163
8,0.014784979519501319,0.02699547375583894,0.00950399918702663,0.10369965542102755,0.006599560836767012,0.006599560836767012,0.031970705921522714,0.008319437856877328,0.04916605680388285
9,0.05313760215427415,0.06548511310435644,0.04662845872222255,0.019046917821665538,0.09641274932858232,0.09641274932858232,0.1277799994494708,0.1073158968897552,0.04412207040256113
10,0.12826177708711176,0.19826256521096902,0.1648400242890718,0.09761964939850298,0.14443789884292296,0.14443789884292296,0.2551985664196895,0.11080865708451486,0.2551985664196895
11,0.020324793355043145,0.0376131440670459,0.05576677189553341,0.25113744451347136,0.016574819904974513,0.016574819904974513,0.0465298637024371,0.0465298637024371,0.02416205067398254
12,0.009070949053329124,0.04402349829160126,0.03584440236641686,0.06923410692331958,0.03129651368910274,0.03129651368910274,0.026052457200273948,0.026052457200273948,0.08693469934729638
13,0.00846273502629586,0.0325654995583278,0.012660917225797274,0.01546678976490166,0.013861949772113944,0.013861949772113944,0.013953197773831298,0.026977066281050614,0.026977066281050614
14,0.1082144182713044,0.07221066796130768,0.02012250576417854,0.17648247524872085,0.33459998371821226,0.33459998371821226,0.025960234531631075,0.04642433709134665,0.09107918665858822
15,7.213294873622964e-05,0.028558544105999697,0.00502983418608994,0.030025111469738082,0.015424526471188051,0.015424526471188051,0.028569152196771547,0.0071955014042044034,0.0071955014042044034
16,0.011227255423277006,0.040972714479718446,0.0014469464909260543,0.003239360967527694,0.004465668752773499,0.004465668752773499,0.015069321717671027,0.015069321717671027,0.015957573902953413
17,0.1461520265178735,0.1113670672659146,0.223839367827347,0.11760227090547344,0.2826970868974639,0.2826970868974639,0.2374617430540918,0.1258163872251826,0.1258163872251826
18,0.011972641666076894,0.031076718898604763,0.01001068565423495,0.03205935258763826,0.03329444573480979,0.03329444573480979,0.011972641666076894,0.011972641666076894,0.011972641666076894
19,0.011667378025093617,0.02458319561793747,0.01431688408296988,0.0060079546841664035,0.015730850618214103,0.015730850618214103,0.00831158316249541,0.027940389911427773,0.00831158316249541
20,0.16993702385089668,0.26362220738730757,0.43073051825567954,0.3117892835786424,0.13246591687150275,0.13246591687150275,0.3231684439769908,0.09186905530185305,0.3231684439769908
21,0.05504136355796546,0.04612687721218829,0.005099120420325948,0.1954415310463436,0.04920566937054675,0.04920566937054675,0.0906652732886868,0.0906652732886868,0.0906652732886868
22,0.005513602446877746,0.029139713254567004,0.048764890911036425,0.03746822975851464,0.03348819819283953,0.03348819819283953,0.019974699761268658,0.03249272013286691,0.03070110635432715
23,0.08805205712166564,0.20198229615284133,0.19276404528442143,0.37883091121557144,0.11810692852049749,0.11810692852049749,0.19694521537602133,0.00998408857262207,0.19694521537602133
24,0.4342568072621699,0.4017286011120706,0.45131321219593984,0.15280552111971044,0.01099222537547484,0.01099222537547484,0.39473966376891145,0.12428856676746809,0.43566992782379366
25,0.04065400690594357,0.045440362370874406,0.08419437368169636,0.10880214188290302,0.0656954971884787,0.0656954971884787,0.011495638837846281,0.2630344058338106,0.011495638837846281
26,0.026339747759029877,0.2674167421014737,0.35407163464479646,0.3761863658689917,0.4137579049335926,0.4137579049335926,0.3902450378275574,0.33961896475758935,0.4606343657189554
27,0.040656411519887345,0.1735457464406535,0.3837625325996838,0.009266551302938483,0.2771179972296853,0.2771179972296853,0.34464817138744325,0.3935577718683896,0.3935577718683896
28,1.4427022539411907e-05,0.01290139057030431,0.007560115790561266,0.0076263175289495045,0.020973914852532947,0.020973914852532947,0.016258584863795122,0.016258584863795122,0.02326977932284247
29,0.3540289380543864,0.2536560818271915,0.263922393362159,0.36372065325990427,0.2663357341164504,0.2663357341164504,0.39199678825340684,0.33466361318745536,0.33466361318745536
30,0.007494536546929231,0.055161345277905616,0.010768621725866189,0.06490504698768565,0.024999862317089155,0.024999862317089155,0.015775242775917863,0.015775242775917863,0.041710251884842314
31,0.014499569695101824,0.02167550845260099,0.004597388935390393,0.012361325713384615,0.009249018356129183,0.009249018356129183,0.014499569695101824,0.03280614508325494,0.0025269280290258185
32,0.007766604671293498,0.030613877840855827,0.012239396354615085,0.49539486168792074,0.02596176343640907,0.025961741591524538,0.003002488161518767,0.019365324866935603,0.019365324866935603
33,4.3281500451744344e-05,0.0028184353245800826,0.011837413377561678,0.002848118132163212,0.005003754544653033,0.005003754544653033,0.017417053077408755,0.02361021518264597,0.010063683344698433
34,0.004620438378119532,0.035498597036343706,0.014683147450895884,0.004799035029441589,0.0019856357614051073,0.0019856357614051073,0.009028608627621629,0.04072442656947808,0.045248796540374815
35,0.01567834692089211,0.022794373381561685,0.004419891895321164,0.053367311829825244,0.02330076069306795,0.02330076069306795,0.017209290032223733,0.0048170162977753134,0.028097606174959953
36,0.010184022301270829,0.03425187618620814,0.0045013922349411645,0.053516900001813396,0.01554832639999457,0.01554832639999457,0.01853922563522394,0.01853922563522394,0.008343458529335285
