Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
boeck2015/tempodetector2016_default,1.0,0.125,1.0,0.0018310546875000002,0.25,0.25
davies2009/mirex_qm_tempotracker,0.125,1.0,0.125,0.076812744140625,0.9999999999999998,0.9999999999999998
percival2014/stem,1.0,0.125,1.0,0.0018310546875000002,0.25,0.25
schreiber2014/default,0.0018310546875000002,0.076812744140625,0.0018310546875000002,1.0,0.011718750000000002,0.011718750000000002
schreiber2017/ismir2017,0.25,0.9999999999999998,0.25,0.011718750000000002,1.0,1.0
schreiber2017/mirex2017,0.25,0.9999999999999998,0.25,0.011718750000000002,1.0,1.0
