Estimator,Accuracy1,Accuracy2
boeck2020/dar,0.8513513513513513,0.9459459459459459
boeck2015/tempodetector2016_default,0.8513513513513513,0.9279279279279279
boeck2019/multi_task_hjdb,0.8333333333333334,0.9324324324324325
boeck2019/multi_task,0.8243243243243243,0.9324324324324325
sun2021/default,0.8243243243243243,0.9279279279279279
schreiber2018/ismir2018,0.8018018018018018,0.8783783783783784
schreiber2018/fcn,0.7927927927927928,0.8918918918918919
schreiber2018/cnn,0.7837837837837838,0.8738738738738738
davies2009/mirex_qm_tempotracker,0.7522522522522522,0.8648648648648649
schreiber2017/mirex2017,0.7477477477477478,0.8963963963963963
schreiber2017/ismir2017,0.7477477477477478,0.8918918918918919
oliveira2010/ibt,0.7432432432432432,0.8378378378378378
klapuri2006/percival2014,0.7297297297297297,0.8558558558558559
zplane/auftakt_v3,0.7117117117117117,0.8468468468468469
percival2014/stem,0.7117117117117117,0.9054054054054054
schreiber2014/default,0.6981981981981982,0.8828828828828829
echonest/version_3_2_1,0.6846846846846847,0.8828828828828829
gkiokas2012/default,0.6756756756756757,0.8828828828828829
scheirer1998/percival2014,0.5180180180180181,0.6846846846846847
