Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2020/dar,0.008718879408748617,0.007366522732210196,0.008718879408748617,0.007366522732210196
boeck2019/multi_task_hjdb,0.009301478782526537,0.005669975972134729,0.009301478782526537,0.005669975972134729
schreiber2018/fcn,0.042540454628420085,0.17694931986092174,0.009555084198920734,0.006639428867577924
schreiber2018/cnn,0.06427101330908197,0.22557298931787415,0.009587110939584155,0.006330949440980875
boeck2015/tempodetector2016_default,0.07617079805885497,0.2701651147085132,0.0024755547269205203,0.007277370035016842
schreiber2018/ismir2018,0.0943960301891097,0.27619377790285665,0.010335266409405507,0.01815933222192718
boeck2019/multi_task,0.16162004057135307,0.3413027368670527,0.025861598090157603,0.06946439622602768
schreiber2017/mirex2017,0.2607100154418081,0.4280869056883505,0.013573832809110068,0.039158704194364756
davies2009/mirex_qm_tempotracker,0.34883069156227847,0.3983533172051213,0.10790036738602526,0.1661148510314291
schreiber2017/ismir2017,0.40763338610824895,0.48285453334641937,0.013573833680822283,0.039158704156796766
schreiber2014/default,0.5329107309127483,0.4926296658912672,0.012854655125843183,0.030801359978425875
percival2014/stem,0.7156797940143582,0.44663451851193225,0.009072426973736053,0.005611161034495494
