T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.17570616907542144,0.021371537923206417,0.24391248087425968,0.3418091022301375,0.19545127866059436,0.02875930791137199,0.18800286187590326,0.18800286187590326,0.09972834821527975,0.29026746834721406,0.202907068704545
24.0,0.13025518024272226,0.041856997671026235,0.17857634605762976,0.32439250613601744,0.16427754028270627,0.03304778893503545,0.27258975172435185,0.13424388346206254,0.08435007135062526,0.2533061970169086,0.1756982790672732
25.0,0.10562350635955955,0.03497416356857759,0.12149722383099323,0.3755930776649593,0.16263793250936,0.03298369390187676,0.18793793572573872,0.10493041476836514,0.143690145296185,0.28250006378065506,0.14743839509051776
26.0,0.14467872916250143,0.12075449087188972,0.13805792346079687,0.38683724741912806,0.18464607519766824,0.08358504055279285,0.1734206799009011,0.09041316949432995,0.1622005837951715,0.23544152612819497,0.13767715805567457
27.0,0.12197210332211848,0.10369147528507604,0.11711822246113303,0.3937381617891233,0.201206437526028,0.07154584425398622,0.1466685515427141,0.07749562620390478,0.14090191506414712,0.19738042305015255,0.11568796235907042
28.0,0.12197210332211848,0.10369147528507604,0.11711822246113303,0.3937381617891233,0.201206437526028,0.07154584425398622,0.1466685515427141,0.07749562620390478,0.14090191506414712,0.19738042305015255,0.11568796235907042
29.0,0.12197210332211848,0.10369147528507604,0.11711822246113303,0.3937381617891233,0.201206437526028,0.07154584425398622,0.1466685515427141,0.07749562620390478,0.14090191506414712,0.19738042305015255,0.11568796235907042
30.0,0.09814565426655479,0.08508366387234664,0.09657040423606388,0.37131093975958795,0.16597036457139855,0.06005484374691087,0.12012139950741088,0.06478305923636342,0.11461906990324101,0.17417309110687978,0.09692921748552624
31.0,0.12306817863292473,0.08496162977363174,0.10552466901086255,0.3775314222729549,0.15781088185069866,0.058019835787968224,0.12395262010912518,0.0637027296759112,0.10416946800667098,0.16147101913346254,0.09091624932561293
32.0,0.14072309351392326,0.08599430597825083,0.09499873830003733,0.3642248922248547,0.14858314732329178,0.05498885595169908,0.11912206973959134,0.06314674208723588,0.09272256394340121,0.15215245442095277,0.11220184005327449
33.0,0.1651758910745229,0.09830955155533952,0.10723618516496304,0.3725189411062718,0.15380768412885887,0.06031005524294356,0.1257482811024689,0.07243844524308277,0.10038099594536988,0.1542047658971015,0.11893268747858252
34.0,0.1651758910745229,0.09830955155533952,0.10723618516496304,0.3725189411062718,0.15380768412885887,0.06031005524294356,0.1257482811024689,0.07243844524308277,0.10038099594536988,0.1542047658971015,0.11893268747858252
35.0,0.14965816254182635,0.11595825405155197,0.12202874710108909,0.34500902154847796,0.14719506292919363,0.08081586490198925,0.11622612651740633,0.08638123516986718,0.11086495794293982,0.1481249666747978,0.12230420643198396
36.0,0.1736551851981421,0.11805554651754574,0.1255607854813875,0.34251023648084833,0.14593068982393523,0.08817785469930396,0.11451409775202474,0.08798530662255448,0.11696138620560215,0.1581420500237551,0.14033302910297218
37.0,0.16906449606516785,0.11497804554074167,0.12219241894096781,0.33213893967400454,0.14163468589904218,0.08849367139497182,0.1139715746602183,0.08839024139889959,0.11533894441848715,0.1550488702431346,0.1373419450171664
38.0,0.15557704117676738,0.10764456322816197,0.12351331458167537,0.3104612653847858,0.13492263063230941,0.08893737427266436,0.10712792740365,0.08402220753410787,0.10608177672554608,0.14633322253913708,0.12620305783977512
39.0,0.15385914239723397,0.10344932112750421,0.1167576748300736,0.2915740841197131,0.12514568771771778,0.09199060429063623,0.10714646252124417,0.09853960975433006,0.10513969381239983,0.1502839006902927,0.1358870381670617
40.0,0.15385914239723397,0.10344932112750421,0.1167576748300736,0.2915740841197131,0.12514568771771778,0.09199060429063623,0.10714646252124417,0.09853960975433006,0.10513969381239983,0.1502839006902927,0.1358870381670617
41.0,0.15385914239723397,0.10344932112750421,0.1167576748300736,0.2915740841197131,0.12514568771771778,0.09199060429063623,0.10714646252124417,0.09853960975433006,0.10513969381239983,0.1502839006902927,0.1358870381670617
42.0,0.14826729628743718,0.11212463031564646,0.12371296886742064,0.282656500895352,0.13655718057121047,0.09033305318470458,0.10540851137086489,0.09726689466549397,0.10314840323327598,0.1443808209820293,0.14261634905668452
43.0,0.13320011959477346,0.1106776991852048,0.11800931537601385,0.25590648243495534,0.13795289018173493,0.09055702240524852,0.10797551594991192,0.09006857940251742,0.11415248488017411,0.13945565085058198,0.15434330268615476
44.0,0.1327077706685202,0.10883001339579872,0.11690681503817238,0.25264912438279874,0.14030027959259606,0.0970996727501809,0.10654365701489661,0.0901641415554747,0.12048526069114929,0.14264367324318258,0.16200928396687875
45.0,0.1293585764143004,0.10991432407777073,0.11839967654683119,0.2469702088977363,0.13806615965226338,0.0967277826309156,0.10378591065245842,0.0874063951930365,0.11864804525048142,0.1289251947660441,0.16718192740473864
46.0,0.11251081319891702,0.10593491884600137,0.12024813260202445,0.22512413291359076,0.13861351794127766,0.10043406124406085,0.11462024838385299,0.10364426988454238,0.11798023086853375,0.11962037799200098,0.19138796079353818
47.0,0.11446327763551475,0.10254956255288168,0.12831004282179034,0.2027866928886613,0.13862534404930507,0.1126429091975613,0.12543028785230068,0.11497697499581438,0.1383841609621013,0.1265593864749425,0.2069226284559096
48.0,0.11471180296971649,0.10413716561164854,0.12943869636929672,0.20167294017177692,0.14050611056865278,0.11321614336343246,0.12522719624084688,0.11501698368334862,0.1418181471252678,0.13286477101755242,0.2087626967703828
49.0,0.11807097337954683,0.10927623226083714,0.13186963478127256,0.19294220162745404,0.14443010331456535,0.114295663694089,0.12442833053838892,0.1150870722411033,0.1581653381256828,0.1375559554605302,0.21964835297264
50.0,0.12268007006513494,0.11155997958580825,0.1340884206356386,0.1815531967100315,0.14929407110583934,0.11654893330552209,0.12831252210817762,0.118971263810892,0.1596493224074724,0.13576931067776513,0.22043650395501035
51.0,0.12079100204259936,0.11619679539179824,0.13577549227508195,0.16952600600601184,0.1725580155521619,0.1319317103474222,0.13247038038348058,0.13380737010854812,0.17918544866784467,0.14798572892280082,0.23892646573411225
52.0,0.10339174733762928,0.10788742833487412,0.13709883454591715,0.15829821228280688,0.18126569328418018,0.1349553701224603,0.13883867207021972,0.14196482741307687,0.19483420228149342,0.14606863813074336,0.24378250403899382
53.0,0.08810295082008428,0.09835982200209108,0.13490018145682303,0.14840419399353866,0.18717508226430415,0.1288804912940772,0.13916224671369581,0.1348373306789256,0.2003304846782659,0.154997995942604,0.24514837125696698
54.0,0.08197118028679568,0.08947681469303258,0.12119897823832025,0.14853636973730025,0.18544828730876212,0.12731073789441244,0.13655649013049398,0.1327987755076172,0.18746298770307565,0.17197705329562885,0.23139387509937834
55.0,0.085509256483115,0.08258972976115289,0.11511008281384677,0.14544079576177124,0.18864865031543765,0.12346723877576839,0.14088393411941322,0.13097943912671547,0.1930103914153309,0.1745124854016214,0.23592955671074897
56.0,0.06670344137642362,0.08219233891344364,0.11075124471708424,0.1385048419382932,0.20363693503625463,0.12610652862293253,0.14447890213525175,0.13503153808357632,0.19465628727843673,0.18311892581134323,0.24586482209140087
57.0,0.0661088877559931,0.08185453171424337,0.11031339849087084,0.14091792373518386,0.21016544004971077,0.12471094432455564,0.1429685769410533,0.13352121244047363,0.199403018966399,0.18808433225653165,0.2526544281141297
58.0,0.06896189076157888,0.08884978062519042,0.11185628944823836,0.15071885497137405,0.2211934227614416,0.12472899599560854,0.14649917801517875,0.13733382448719128,0.2101490779976199,0.19681639872116508,0.2654737221504211
59.0,0.06478246489098377,0.09186928997877326,0.11219075521741584,0.1468373965630873,0.2365355461755408,0.13258810527741988,0.14957074330851752,0.13397807428595734,0.21595001409617343,0.20288717743186044,0.2683676702668563
60.0,0.06622507164920806,0.09057320592454865,0.11136944305789226,0.14704667277580158,0.23678465032034535,0.13575548564075327,0.14584611696772432,0.13071205428053817,0.21660498945812545,0.20145656228634534,0.26986810382425785
61.0,0.06387941524017718,0.08542954248776495,0.10893597643185854,0.1560179127437111,0.23473592497430568,0.14037493565034107,0.13882447322820907,0.12491749670484882,0.20666067959794263,0.1912569954266245,0.2536862299221085
62.0,0.06255378494881168,0.07783305264548401,0.10156501219910695,0.15684576066015052,0.22652479834258846,0.1424516811561981,0.14085656690048248,0.12713501634752342,0.20669312498532,0.19249364842404737,0.24765676653796342
63.0,0.06251669456660668,0.0758741508195017,0.09591728204044163,0.1566018151827311,0.22522074130426012,0.15610716646809697,0.1482230509246318,0.1400353356223002,0.20679390556730168,0.18876418891217628,0.23826166255064105
